question,options,votes
2,"[2, 8, 14, 20]","(2, 20, 8, 14)"
2,"[2, 8, 14, 20]","(8, 14, 20, 2)"
2,"[2, 8, 14, 20]","(8, 14, 2, 20)"
2,"[2, 8, 14, 20]","(20, 8, 2, 14)"
2,"[2, 8, 14, 20]","(2, 8, 14, 20)"
2,"[2, 8, 14, 20]","(20, 8, 2, 14)"
2,"[2, 8, 14, 20]","(14, 8, 20, 2)"
2,"[2, 8, 14, 20]","(2, 14, 8, 20)"
2,"[2, 8, 14, 20]","(2, 14, 8, 20)"
2,"[2, 8, 14, 20]","(14, 2, 20, 8)"
2,"[2, 8, 14, 20]","(20, 14, 8, 2)"
2,"[2, 8, 14, 20]","(2, 14, 8, 20)"
2,"[2, 8, 14, 20]","(20, 8, 2, 14)"
2,"[2, 8, 14, 20]","(14, 2, 20, 8)"
2,"[2, 8, 14, 20]","(2, 8, 20, 14)"
2,"[2, 8, 14, 20]","(8, 20, 2, 14)"
2,"[2, 8, 14, 20]","(14, 2, 8, 20)"
2,"[2, 8, 14, 20]","(8, 14, 2, 20)"
2,"[2, 8, 14, 20]","(14, 8, 20, 2)"
2,"[2, 8, 14, 20]","(8, 14, 2, 20)"
2,"[2, 8, 14, 20]","(2, 20, 8, 14)"
2,"[2, 8, 14, 20]","(20, 14, 2, 8)"
2,"[2, 8, 14, 20]","(8, 2, 14, 20)"
2,"[2, 8, 14, 20]","(14, 2, 8, 20)"
2,"[2, 8, 14, 20]","(14, 8, 2, 20)"
2,"[2, 8, 14, 20]","(20, 8, 14, 2)"
2,"[2, 8, 14, 20]","(8, 14, 20, 2)"
2,"[2, 8, 14, 20]","(14, 20, 2, 8)"
2,"[2, 8, 14, 20]","(14, 20, 8, 2)"
2,"[2, 8, 14, 20]","(20, 2, 14, 8)"
2,"[2, 8, 14, 20]","(8, 14, 20, 2)"
2,"[2, 8, 14, 20]","(8, 2, 14, 20)"
2,"[2, 8, 14, 20]","(2, 20, 14, 8)"
2,"[2, 8, 14, 20]","(20, 2, 14, 8)"
2,"[2, 8, 14, 20]","(20, 8, 14, 2)"
2,"[2, 8, 14, 20]","(2, 14, 20, 8)"
2,"[2, 8, 14, 20]","(8, 2, 14, 20)"
2,"[2, 8, 14, 20]","(20, 8, 14, 2)"
2,"[2, 8, 14, 20]","(8, 14, 2, 20)"
2,"[2, 8, 14, 20]","(8, 14, 2, 20)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(21, 3, 15, 9)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(3, 9, 21, 15)"
3,"[3, 9, 15, 21]","(9, 3, 21, 15)"
3,"[3, 9, 15, 21]","(3, 15, 9, 21)"
3,"[3, 9, 15, 21]","(9, 3, 15, 21)"
3,"[3, 9, 15, 21]","(21, 15, 3, 9)"
3,"[3, 9, 15, 21]","(21, 3, 15, 9)"
3,"[3, 9, 15, 21]","(3, 21, 9, 15)"
3,"[3, 9, 15, 21]","(3, 21, 9, 15)"
3,"[3, 9, 15, 21]","(9, 3, 21, 15)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(3, 9, 21, 15)"
3,"[3, 9, 15, 21]","(15, 21, 9, 3)"
3,"[3, 9, 15, 21]","(3, 9, 21, 15)"
3,"[3, 9, 15, 21]","(9, 21, 3, 15)"
3,"[3, 9, 15, 21]","(15, 3, 9, 21)"
3,"[3, 9, 15, 21]","(15, 3, 9, 21)"
3,"[3, 9, 15, 21]","(3, 21, 15, 9)"
3,"[3, 9, 15, 21]","(9, 3, 21, 15)"
3,"[3, 9, 15, 21]","(3, 21, 15, 9)"
3,"[3, 9, 15, 21]","(9, 3, 21, 15)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(3, 9, 21, 15)"
3,"[3, 9, 15, 21]","(9, 15, 21, 3)"
3,"[3, 9, 15, 21]","(21, 15, 9, 3)"
3,"[3, 9, 15, 21]","(3, 15, 9, 21)"
3,"[3, 9, 15, 21]","(9, 21, 15, 3)"
3,"[3, 9, 15, 21]","(3, 15, 9, 21)"
3,"[3, 9, 15, 21]","(9, 15, 21, 3)"
3,"[3, 9, 15, 21]","(9, 15, 21, 3)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(3, 21, 9, 15)"
3,"[3, 9, 15, 21]","(9, 15, 21, 3)"
3,"[3, 9, 15, 21]","(21, 3, 15, 9)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(3, 15, 21, 9)"
3,"[3, 9, 15, 21]","(15, 3, 9, 21)"
3,"[3, 9, 15, 21]","(15, 21, 3, 9)"
3,"[3, 9, 15, 21]","(3, 21, 15, 9)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(3, 21, 9, 15)"
3,"[3, 9, 15, 21]","(21, 3, 15, 9)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(9, 15, 21, 3)"
3,"[3, 9, 15, 21]","(9, 21, 3, 15)"
3,"[3, 9, 15, 21]","(3, 21, 9, 15)"
3,"[3, 9, 15, 21]","(3, 15, 9, 21)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(9, 3, 15, 21)"
3,"[3, 9, 15, 21]","(3, 21, 9, 15)"
3,"[3, 9, 15, 21]","(9, 21, 3, 15)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(15, 3, 9, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(21, 9, 15, 3)"
3,"[3, 9, 15, 21]","(21, 9, 15, 3)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(15, 3, 9, 21)"
3,"[3, 9, 15, 21]","(21, 15, 9, 3)"
3,"[3, 9, 15, 21]","(21, 3, 15, 9)"
3,"[3, 9, 15, 21]","(9, 21, 15, 3)"
3,"[3, 9, 15, 21]","(9, 3, 15, 21)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(21, 15, 3, 9)"
3,"[3, 9, 15, 21]","(9, 21, 15, 3)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(15, 3, 9, 21)"
3,"[3, 9, 15, 21]","(9, 3, 21, 15)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(15, 21, 9, 3)"
3,"[3, 9, 15, 21]","(15, 21, 9, 3)"
3,"[3, 9, 15, 21]","(21, 15, 3, 9)"
3,"[3, 9, 15, 21]","(21, 3, 15, 9)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(9, 3, 15, 21)"
3,"[3, 9, 15, 21]","(21, 15, 3, 9)"
3,"[3, 9, 15, 21]","(9, 15, 21, 3)"
3,"[3, 9, 15, 21]","(9, 21, 15, 3)"
3,"[3, 9, 15, 21]","(15, 21, 9, 3)"
3,"[3, 9, 15, 21]","(21, 9, 15, 3)"
3,"[3, 9, 15, 21]","(21, 9, 15, 3)"
3,"[3, 9, 15, 21]","(21, 3, 15, 9)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(21, 15, 9, 3)"
3,"[3, 9, 15, 21]","(15, 3, 21, 9)"
3,"[3, 9, 15, 21]","(21, 15, 9, 3)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(9, 21, 15, 3)"
3,"[3, 9, 15, 21]","(9, 15, 21, 3)"
3,"[3, 9, 15, 21]","(9, 3, 15, 21)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(3, 15, 21, 9)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(15, 9, 3, 21)"
3,"[3, 9, 15, 21]","(9, 21, 15, 3)"
3,"[3, 9, 15, 21]","(9, 21, 3, 15)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(9, 15, 21, 3)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(21, 3, 15, 9)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(9, 3, 21, 15)"
3,"[3, 9, 15, 21]","(9, 3, 21, 15)"
3,"[3, 9, 15, 21]","(21, 9, 15, 3)"
3,"[3, 9, 15, 21]","(9, 21, 3, 15)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(3, 21, 15, 9)"
3,"[3, 9, 15, 21]","(9, 3, 15, 21)"
3,"[3, 9, 15, 21]","(21, 9, 15, 3)"
3,"[3, 9, 15, 21]","(21, 15, 3, 9)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(3, 15, 21, 9)"
3,"[3, 9, 15, 21]","(3, 21, 9, 15)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(9, 21, 3, 15)"
3,"[3, 9, 15, 21]","(15, 21, 3, 9)"
3,"[3, 9, 15, 21]","(21, 3, 15, 9)"
3,"[3, 9, 15, 21]","(9, 21, 3, 15)"
3,"[3, 9, 15, 21]","(15, 3, 21, 9)"
3,"[3, 9, 15, 21]","(21, 15, 9, 3)"
3,"[3, 9, 15, 21]","(9, 3, 21, 15)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(21, 15, 9, 3)"
3,"[3, 9, 15, 21]","(15, 3, 21, 9)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(15, 3, 9, 21)"
3,"[3, 9, 15, 21]","(3, 21, 15, 9)"
3,"[3, 9, 15, 21]","(9, 3, 15, 21)"
3,"[3, 9, 15, 21]","(9, 21, 15, 3)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(15, 3, 21, 9)"
3,"[3, 9, 15, 21]","(3, 9, 21, 15)"
3,"[3, 9, 15, 21]","(21, 9, 15, 3)"
3,"[3, 9, 15, 21]","(9, 21, 3, 15)"
3,"[3, 9, 15, 21]","(15, 21, 9, 3)"
3,"[3, 9, 15, 21]","(21, 3, 15, 9)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(3, 9, 21, 15)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(21, 15, 9, 3)"
3,"[3, 9, 15, 21]","(9, 15, 21, 3)"
3,"[3, 9, 15, 21]","(9, 15, 21, 3)"
3,"[3, 9, 15, 21]","(15, 21, 9, 3)"
3,"[3, 9, 15, 21]","(9, 3, 21, 15)"
3,"[3, 9, 15, 21]","(21, 15, 9, 3)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(3, 15, 21, 9)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(3, 21, 15, 9)"
3,"[3, 9, 15, 21]","(3, 15, 9, 21)"
3,"[3, 9, 15, 21]","(9, 15, 21, 3)"
3,"[3, 9, 15, 21]","(21, 9, 15, 3)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(21, 15, 9, 3)"
3,"[3, 9, 15, 21]","(21, 9, 15, 3)"
3,"[3, 9, 15, 21]","(15, 3, 21, 9)"
3,"[3, 9, 15, 21]","(3, 21, 15, 9)"
3,"[3, 9, 15, 21]","(15, 21, 9, 3)"
3,"[3, 9, 15, 21]","(3, 21, 9, 15)"
3,"[3, 9, 15, 21]","(3, 15, 21, 9)"
3,"[3, 9, 15, 21]","(3, 15, 9, 21)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(3, 21, 9, 15)"
3,"[3, 9, 15, 21]","(9, 21, 3, 15)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(9, 3, 15, 21)"
3,"[3, 9, 15, 21]","(9, 21, 3, 15)"
3,"[3, 9, 15, 21]","(15, 3, 21, 9)"
3,"[3, 9, 15, 21]","(15, 21, 3, 9)"
3,"[3, 9, 15, 21]","(9, 21, 3, 15)"
3,"[3, 9, 15, 21]","(15, 3, 21, 9)"
3,"[3, 9, 15, 21]","(15, 9, 3, 21)"
3,"[3, 9, 15, 21]","(9, 15, 21, 3)"
3,"[3, 9, 15, 21]","(15, 3, 21, 9)"
3,"[3, 9, 15, 21]","(15, 3, 9, 21)"
3,"[3, 9, 15, 21]","(3, 15, 9, 21)"
3,"[3, 9, 15, 21]","(21, 9, 15, 3)"
3,"[3, 9, 15, 21]","(3, 21, 15, 9)"
3,"[3, 9, 15, 21]","(3, 21, 15, 9)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(15, 21, 3, 9)"
3,"[3, 9, 15, 21]","(21, 15, 9, 3)"
3,"[3, 9, 15, 21]","(21, 9, 15, 3)"
3,"[3, 9, 15, 21]","(15, 3, 9, 21)"
3,"[3, 9, 15, 21]","(15, 9, 3, 21)"
3,"[3, 9, 15, 21]","(3, 15, 21, 9)"
3,"[3, 9, 15, 21]","(9, 3, 21, 15)"
3,"[3, 9, 15, 21]","(15, 3, 9, 21)"
3,"[3, 9, 15, 21]","(9, 21, 15, 3)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(15, 9, 3, 21)"
3,"[3, 9, 15, 21]","(21, 15, 3, 9)"
3,"[3, 9, 15, 21]","(15, 3, 9, 21)"
3,"[3, 9, 15, 21]","(9, 21, 3, 15)"
3,"[3, 9, 15, 21]","(9, 3, 21, 15)"
3,"[3, 9, 15, 21]","(21, 15, 3, 9)"
3,"[3, 9, 15, 21]","(21, 15, 9, 3)"
3,"[3, 9, 15, 21]","(3, 21, 9, 15)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(9, 21, 3, 15)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(15, 3, 21, 9)"
3,"[3, 9, 15, 21]","(15, 21, 9, 3)"
3,"[3, 9, 15, 21]","(15, 21, 3, 9)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(15, 21, 3, 9)"
3,"[3, 9, 15, 21]","(15, 3, 21, 9)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(15, 9, 3, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(9, 21, 15, 3)"
3,"[3, 9, 15, 21]","(15, 3, 21, 9)"
3,"[3, 9, 15, 21]","(3, 9, 21, 15)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(15, 9, 3, 21)"
3,"[3, 9, 15, 21]","(21, 3, 15, 9)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(3, 21, 15, 9)"
3,"[3, 9, 15, 21]","(9, 3, 21, 15)"
3,"[3, 9, 15, 21]","(3, 9, 21, 15)"
3,"[3, 9, 15, 21]","(3, 9, 21, 15)"
3,"[3, 9, 15, 21]","(9, 21, 15, 3)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(15, 21, 3, 9)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(9, 3, 15, 21)"
3,"[3, 9, 15, 21]","(15, 21, 9, 3)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(9, 3, 15, 21)"
3,"[3, 9, 15, 21]","(3, 15, 21, 9)"
3,"[3, 9, 15, 21]","(21, 9, 15, 3)"
3,"[3, 9, 15, 21]","(9, 21, 3, 15)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(3, 15, 21, 9)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(3, 15, 21, 9)"
3,"[3, 9, 15, 21]","(9, 21, 15, 3)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(9, 3, 21, 15)"
3,"[3, 9, 15, 21]","(15, 3, 21, 9)"
3,"[3, 9, 15, 21]","(9, 3, 15, 21)"
3,"[3, 9, 15, 21]","(15, 21, 3, 9)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(21, 3, 15, 9)"
3,"[3, 9, 15, 21]","(15, 21, 9, 3)"
3,"[3, 9, 15, 21]","(15, 21, 3, 9)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(15, 3, 9, 21)"
3,"[3, 9, 15, 21]","(9, 3, 15, 21)"
3,"[3, 9, 15, 21]","(9, 21, 15, 3)"
3,"[3, 9, 15, 21]","(21, 15, 3, 9)"
3,"[3, 9, 15, 21]","(21, 15, 9, 3)"
3,"[3, 9, 15, 21]","(9, 21, 15, 3)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(21, 3, 15, 9)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(15, 9, 3, 21)"
3,"[3, 9, 15, 21]","(15, 21, 3, 9)"
3,"[3, 9, 15, 21]","(3, 15, 9, 21)"
3,"[3, 9, 15, 21]","(15, 9, 3, 21)"
3,"[3, 9, 15, 21]","(21, 15, 9, 3)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(21, 15, 3, 9)"
3,"[3, 9, 15, 21]","(21, 15, 3, 9)"
3,"[3, 9, 15, 21]","(15, 21, 9, 3)"
3,"[3, 9, 15, 21]","(15, 21, 9, 3)"
3,"[3, 9, 15, 21]","(15, 9, 3, 21)"
3,"[3, 9, 15, 21]","(3, 21, 15, 9)"
3,"[3, 9, 15, 21]","(3, 9, 21, 15)"
3,"[3, 9, 15, 21]","(9, 15, 21, 3)"
3,"[3, 9, 15, 21]","(21, 15, 9, 3)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(3, 21, 9, 15)"
3,"[3, 9, 15, 21]","(15, 3, 9, 21)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(15, 3, 9, 21)"
3,"[3, 9, 15, 21]","(15, 3, 9, 21)"
3,"[3, 9, 15, 21]","(9, 3, 21, 15)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(21, 15, 3, 9)"
3,"[3, 9, 15, 21]","(15, 3, 9, 21)"
3,"[3, 9, 15, 21]","(21, 15, 3, 9)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(21, 15, 3, 9)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(9, 21, 3, 15)"
3,"[3, 9, 15, 21]","(9, 3, 15, 21)"
3,"[3, 9, 15, 21]","(21, 9, 15, 3)"
3,"[3, 9, 15, 21]","(3, 21, 15, 9)"
3,"[3, 9, 15, 21]","(21, 15, 3, 9)"
3,"[3, 9, 15, 21]","(21, 15, 3, 9)"
3,"[3, 9, 15, 21]","(21, 15, 3, 9)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(21, 9, 15, 3)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(3, 9, 15, 21)"
3,"[3, 9, 15, 21]","(15, 21, 9, 3)"
3,"[3, 9, 15, 21]","(15, 21, 9, 3)"
3,"[3, 9, 15, 21]","(21, 15, 3, 9)"
3,"[3, 9, 15, 21]","(3, 21, 15, 9)"
3,"[3, 9, 15, 21]","(3, 9, 21, 15)"
3,"[3, 9, 15, 21]","(21, 3, 9, 15)"
3,"[3, 9, 15, 21]","(21, 3, 15, 9)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(15, 21, 3, 9)"
3,"[3, 9, 15, 21]","(3, 15, 9, 21)"
3,"[3, 9, 15, 21]","(9, 21, 3, 15)"
3,"[3, 9, 15, 21]","(9, 3, 15, 21)"
3,"[3, 9, 15, 21]","(15, 3, 21, 9)"
3,"[3, 9, 15, 21]","(15, 21, 3, 9)"
3,"[3, 9, 15, 21]","(9, 21, 15, 3)"
3,"[3, 9, 15, 21]","(21, 3, 15, 9)"
3,"[3, 9, 15, 21]","(15, 3, 9, 21)"
3,"[3, 9, 15, 21]","(3, 15, 21, 9)"
3,"[3, 9, 15, 21]","(3, 15, 9, 21)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(9, 21, 15, 3)"
3,"[3, 9, 15, 21]","(9, 21, 15, 3)"
3,"[3, 9, 15, 21]","(9, 15, 3, 21)"
3,"[3, 9, 15, 21]","(3, 9, 21, 15)"
3,"[3, 9, 15, 21]","(21, 9, 3, 15)"
3,"[3, 9, 15, 21]","(15, 9, 21, 3)"
3,"[3, 9, 15, 21]","(15, 21, 3, 9)"
3,"[3, 9, 15, 21]","(15, 21, 3, 9)"
3,"[3, 9, 15, 21]","(3, 21, 9, 15)"
3,"[3, 9, 15, 21]","(9, 3, 15, 21)"
3,"[3, 9, 15, 21]","(3, 15, 21, 9)"
